Variable,Breakdown,Breakdown_category,Year,RD_Value,Status,Unit,Footnotes,Relative_Sampling_Error
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,F_Wholesale Trade,2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,F_Wholesale Trade,2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,F_Wholesale Trade,2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,J_Information Media and Telecommunications,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,J_Information Media and Telecommunications,2018,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,J_Information Media and Telecommunications,2019,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,J_Information Media and Telecommunications,2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,J_Information Media and Telecommunications,2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,J_Information Media and Telecommunications,2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,K_Financial and Insurance Services,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,K_Financial and Insurance Services,2018,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,K_Financial and Insurance Services,2019,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,K_Financial and Insurance Services,2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,K_Financial and Insurance Services,2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,K_Financial and Insurance Services,2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2018,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2019,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"L_Rental, Hiring and Real Estate Services",2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2016,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2018,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2020,...,R,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,N_Administrative and Support Services,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,N_Administrative and Support Services,2018,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,N_Administrative and Support Services,2019,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,N_Administrative and Support Services,2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,N_Administrative and Support Services,2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,N_Administrative and Support Services,2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,O_Public Administration and Safety,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,O_Public Administration and Safety,2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,O_Public Administration and Safety,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,O_Public Administration and Safety,2020,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,O_Public Administration and Safety,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,O_Public Administration and Safety,2022,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,P_Education and Training,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,P_Education and Training,2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,P_Education and Training,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,P_Education and Training,2020,...,R,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,P_Education and Training,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,P_Education and Training,2022,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2016,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2018,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,R_Arts and Recreation Services,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,R_Arts and Recreation Services,2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,R_Arts and Recreation Services,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,R_Arts and Recreation Services,2020,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,R_Arts and Recreation Services,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,R_Arts and Recreation Services,2022,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,S_Other Services,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,S_Other Services,2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,S_Other Services,2019,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,S_Other Services,2020,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,S_Other Services,2021,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,ANZSIC_1_Digit,S_Other Services,2022,...,,NZ Dollars (millions),12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,01_Primary Industry Group,2016,20,,NZ Dollars (millions),12 and 28,35.9
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,01_Primary Industry Group,2018,19,,NZ Dollars (millions),12 and 28,48
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,01_Primary Industry Group,2019,23,,NZ Dollars (millions),12 and 28,55
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,01_Primary Industry Group,2020,15,,NZ Dollars (millions),12 and 28,48.2
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,01_Primary Industry Group,2021,19,,NZ Dollars (millions),12 and 28,43.2
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,01_Primary Industry Group,2022,20,,NZ Dollars (millions),12 and 28,39.9
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,02_Manufacturing Industry Group,2016,67,,NZ Dollars (millions),12 and 28,11.1
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,02_Manufacturing Industry Group,2018,67,,NZ Dollars (millions),12 and 28,14.9
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,02_Manufacturing Industry Group,2019,78,,NZ Dollars (millions),12 and 28,13.2
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,02_Manufacturing Industry Group,2020,79,,NZ Dollars (millions),12 and 28,10
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,02_Manufacturing Industry Group,2021,67,,NZ Dollars (millions),12 and 28,12.4
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,02_Manufacturing Industry Group,2022,51,,NZ Dollars (millions),12 and 28,18.8
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,03_Services Industry Group,2016,76,,NZ Dollars (millions),12 and 28,17.3
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,03_Services Industry Group,2018,149,,NZ Dollars (millions),12 and 28,19.4
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,03_Services Industry Group,2019,173,,NZ Dollars (millions),12 and 28,13
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,03_Services Industry Group,2020,199,,NZ Dollars (millions),12 and 28,10.7
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,03_Services Industry Group,2021,237,,NZ Dollars (millions),12 and 28,9.3
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,03_Services Industry Group,2022,176,,NZ Dollars (millions),12 and 28,15.4
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,04_Government Industry Group,2016,366,,NZ Dollars (millions),3 and 12 and 28,0.8
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,04_Government Industry Group,2018,505,,NZ Dollars (millions),3 and 12 and 28,8.4
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,04_Government Industry Group,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,04_Government Industry Group,2020,368,R,NZ Dollars (millions),3 and 12 and 28,0.8
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,04_Government Industry Group,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,04_Government Industry Group,2022,498,,NZ Dollars (millions),3 and 12 and 28,3.4
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,05_Higher Education Industry Group,2016,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,05_Higher Education Industry Group,2018,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,05_Higher Education Industry Group,2019,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,05_Higher Education Industry Group,2020,...,R,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,05_Higher Education Industry Group,2021,...,,NZ Dollars (millions),3 and 12 and 28,...
_07a_Source_of_Funds:_New_Zealand_Government_Public_sector:_NZ_central_government_funding_agencies,Industry,05_Higher Education Industry Group,2022,...,,NZ Dollars (millions),3 and 12 and 28,...
